timestamp,model,model_id,served_model,language,item_id,type,subtype,difficulty,gold,sample_idx,parsed_answer,correct,confidence,parse_ok,finish_reason,reasoning_tokens,latency_s,raw_response,logprobs,error
2026-07-08T21:47:21,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O19,常规,地理,易,False,2,False,True,5,True,stop,188,53.47,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:22,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O18,常规,地理,中,True,0,False,False,5,True,stop,762,73.0,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:37,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O19,常规,地理,易,False,1,False,True,5,True,stop,210,73.25,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:38,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O20,常规,地理,中,False,0,False,True,5,True,stop,234,62.62,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:39,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O20,常规,地理,中,False,1,False,True,2,True,stop,245,56.81,"{""answer"": ""False"", ""confidence"": 2}",,
2026-07-08T21:47:50,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O23,常规,地理,难,True,2,True,True,5,True,stop,608,36.92,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:47:53,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O23,常规,地理,难,True,3,False,False,5,True,stop,454,33.06,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:47:54,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O22,常规,地理,难,False,2,False,True,5,True,stop,460,54.3,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:48:01,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O22,常规,地理,难,False,3,False,True,4,True,stop,657,58.41,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:48:02,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O21,常规,地理,中,False,2,False,True,4,True,stop,212,70.51,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:48:05,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O23,常规,地理,难,True,0,True,True,5,True,stop,333,53.37,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:48:06,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O21,常规,地理,中,False,3,False,True,4,True,stop,434,73.26,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:48:11,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O21,常规,地理,中,False,0,False,True,5,True,stop,265,85.34,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:48:12,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O24,常规,地理,易,False,1,False,True,5,True,stop,195,50.07,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:48:17,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O22,常规,地理,难,False,0,False,True,5,True,stop,318,83.81,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:32,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O24,常规,地理,易,False,3,False,True,5,True,stop,179,67.36,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:39,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O21,常规,地理,中,False,1,False,True,4,True,stop,316,74.53,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:49:43,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O19,常规,地理,易,False,3,False,True,5,True,stop,195,78.63,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:47,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O24,常规,地理,易,False,2,False,True,5,True,stop,136,83.08,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:48,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O23,常规,地理,难,True,1,False,False,5,True,stop,302,83.82,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:48,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O20,常规,地理,中,False,3,False,True,5,True,stop,207,83.96,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:56,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O24,常规,地理,易,False,0,False,True,5,True,stop,131,91.1,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:49:59,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O22,常规,地理,难,False,1,False,True,5,True,stop,302,94.54,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:50:11,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O25,常规,地理,中,True,0,True,True,5,True,stop,432,106.75,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:50:12,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O25,常规,地理,中,True,1,True,True,5,True,stop,338,40.51,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:50:17,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O25,常规,地理,中,True,2,True,True,5,True,stop,336,38.47,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:50:28,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O26,常规,动物,易,False,0,False,True,5,True,stop,243,40.7,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:50:31,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O26,常规,动物,易,False,1,False,True,5,True,stop,197,42.32,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:50:34,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O25,常规,地理,中,True,3,True,True,5,True,stop,384,51.04,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:50:37,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O26,常规,动物,易,False,2,False,True,5,True,stop,184,48.32,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:50:38,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O26,常规,动物,易,False,3,False,True,5,True,stop,186,42.91,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:50:40,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O27,常规,动物,易,True,0,True,True,5,True,stop,166,40.67,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:50:54,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O20,常规,地理,中,False,2,False,True,5,True,stop,155,149.58,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:50:56,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O27,常规,动物,易,True,1,True,True,5,True,stop,214,45.04,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:50:57,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O29,常规,动物,易,False,0,False,True,4,True,stop,239,18.85,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:50:57,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O28,常规,动物,易,True,1,True,True,5,True,stop,240,26.93,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:04,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O28,常规,动物,易,True,0,True,True,5,True,stop,241,35.74,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:04,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O29,常规,动物,易,False,1,False,True,4,True,stop,200,24.64,"{""answer"": ""False"", ""confidence"": 4}",,
2026-07-08T21:51:06,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O28,常规,动物,易,True,3,True,True,5,True,stop,228,29.64,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:13,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O29,常规,动物,易,False,2,False,True,5,True,stop,127,18.83,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:51:13,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O27,常规,动物,易,True,3,True,True,5,True,stop,374,55.95,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:15,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O27,常规,动物,易,True,2,True,True,5,True,stop,226,62.36,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:20,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O28,常规,动物,易,True,2,True,True,5,True,stop,375,46.31,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:22,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O29,常规,动物,易,False,3,False,True,5,True,stop,203,25.54,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:51:24,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O30,常规,动物,中,False,0,False,True,5,True,stop,233,26.28,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:51:25,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O30,常规,动物,中,False,1,False,True,5,True,stop,237,27.89,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:51:31,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O30,常规,动物,中,False,3,False,True,5,True,stop,223,26.95,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:51:36,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O30,常规,动物,中,False,2,False,True,5,True,stop,394,32.42,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T21:51:39,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O31,常规,动物,易,True,0,True,True,5,True,stop,366,32.35,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T21:51:39,local-qwen3-1.7b,qwen/qwen3-1.7b,qwen/qwen3-1.7b,en,O31,常规,动物,易,True,1,True,True,5,True,stop,309,25.94,"{""answer"": ""True"", ""confidence"": 5}",,
